transaction_id,account_id,merchant_id,amount_usd,transaction_date
d0bf38bc-482e-4336-95cb-242086b1e878,0c2d840b-f927-48da-bed3-339cc76c9843,0e74626b-d8dd-4b49-9233-07676523b810,102.5233039286195,2020-09-14 23:51:39.026970348
ba83a1f5-6e43-491e-9bac-1fdcd39267d5,58099402-1364-447b-9d7a-fe5a242e91b4,b78c91b5-6383-4778-857e-378aac5c43bb,93.20789948786863,2021-05-02 10:06:00.831769268
7e461770-9f08-482f-9440-fc31ea28c6d2,c73cee64-3e8e-4a45-9a64-4883e3a08ce1,75c39132-ff6a-40ee-b145-cae5a1920b92,82.20419347405605,2024-04-18 18:37:46.277863836
379542a6-aaa1-4c39-9b63-d4033de6ca95,325ffde3-5411-4972-a6fb-61798a068915,6650a4e1-b19b-4773-ba14-158193c2718d,70.62721139369417,2023-01-05 00:19:15.417879826
650acd4f-2dcf-423f-be51-500d6ecb54b0,3e58f8cd-89c5-478d-8226-eac7ad0160b7,03f0e5a3-10f5-4eab-941b-d0fe562c9fe5,112.65736647114576,2021-11-21 04:58:32.211104070
b634b2b3-6fb0-4a11-9d39-a5e12983b43e,a43b4e6e-d08e-4bc6-83a2-a05b3422cc97,00492155-2699-47d0-8338-e2cee756ecbd,84.33197892206759,2023-12-13 08:50:23.076889411
dc2d29f2-9f1e-4d11-8d29-721b5f9ae37f,bafc2aeb-1347-47ba-8d47-27c7b62a8042,5a450a7b-6153-4b2c-9d97-6d9424030c6f,161.19062457993647,2020-04-27 16:46:57.071654129
2bee40ae-d439-4705-a4dc-cc28fedf3a7f,6db82205-1fb9-46d9-a798-8f56f9cf4612,d614b25c-22a7-455c-b6b8-b2e917464193,78.27852834775042,2021-04-08 14:31:22.933598282
56778c13-79ea-4473-8b7e-97f426a9d092,58099402-1364-447b-9d7a-fe5a242e91b4,00492155-2699-47d0-8338-e2cee756ecbd,74.8523505003726,2021-02-24 04:02:26.244271828
d3dc075f-8a21-4441-9d7f-ede111e8d6cd,855e9de9-94ae-47fd-9479-5cc7edfabd56,4e364e93-485b-4aab-b237-6a82922437dc,110.20277431226883,2024-12-04 06:36:59.660856596
ae303fb9-c078-4892-a07f-2f99b6d78c0c,f2c17a2a-e574-429c-9078-fdd0bc1121cd,50042270-f1ac-424e-8c3f-dcd4731fc236,130.5862695793459,2023-07-13 08:03:51.389209181
9c665706-119a-4c64-b02c-31e9d1a9ee8c,d10755bb-a324-403d-9154-87493dc3d4c2,3013e7e3-580c-4a64-8ba8-d8cd68d5a2f2,101.29179313886443,2023-02-02 01:51:03.154651198
0475ba7e-7c2b-4649-a0dc-2b8b2c00c5ed,1780828b-0d07-4d89-b85a-8480ed206270,1b9fccac-3ec7-4cfa-aaee-1b671ec2cd29,111.44484840374548,2020-01-10 02:27:40.028633940
f3ffa941-4834-4bcb-aa67-ea4766a37f29,6905f7c2-1beb-4643-8f6b-07823ec4bf64,21fd2981-264a-4df9-9390-561932a3e47d,63.12905165082581,2020-12-02 13:12:05.513709275
05413686-7d9b-450e-8cc5-76bd5745a036,464601e4-5bbf-4b66-8067-bd1de56f751d,ed39e753-13b3-4653-ba60-ba7299d5a9dc,86.44976908616466,2023-03-06 11:57:41.843707870
f174c950-924f-4a2f-8af8-60f87870b739,6db82205-1fb9-46d9-a798-8f56f9cf4612,adfee1d6-8c7d-49fa-8ac2-a2d5959471b2,78.52768541724866,2021-11-24 08:49:11.149437083
eabdbb37-9b15-452d-b770-d2d92a1e68b1,2da6070b-4264-4cb0-935d-48386c40c149,9099f955-abe4-473d-885c-7298b02984e9,62.09908300104238,2024-08-14 17:39:48.723664192
063276fa-9ecf-43c6-ba78-0415f0b98c98,2793f5c6-9a37-477b-a672-6d8f11f69a0e,81159d9d-6abe-4afb-8f2b-f50c2af1e234,102.33960468047773,2023-10-28 09:16:27.046806250
146af36e-ca7b-4955-a4c4-3fa24365d85f,9b5c2ece-3692-42a0-b09f-822e88ee685f,ebbf5586-8642-4c0a-b358-4278b4639fbe,55.14344756779133,2022-03-27 22:09:34.583643924
4405fd50-4a93-4e3f-a68f-424d21426a61,dcff047f-5d48-40ce-9961-4f82d29dc067,92a15cb5-1815-4c09-ae58-8ed370957b51,73.55608067825102,2023-09-30 14:44:39.752293808
ba3e8458-f108-4190-84b8-f06464450726,124a5f2a-e944-4590-845e-e769f90c0d89,1bcf3f74-0b45-452d-9b43-74692a9a2ef0,89.25612411973164,2024-11-16 02:07:08.714497212
d1837368-28db-415b-a752-60e45e05474c,855e9de9-94ae-47fd-9479-5cc7edfabd56,fe5bc58f-0f53-4146-8131-8fc5335536f0,83.37428328097847,2022-04-21 18:01:25.182182096
68748104-4afe-49f8-8b32-356f85811f7a,07e4beb7-0790-4ab6-875f-e6524a835a5a,80f62799-104c-46f6-9570-a9abfab76d86,107.92817004414135,2023-03-19 06:03:16.238977514
8aacd98a-5802-4d9b-94c6-35e440b9a91b,28482c12-3767-424d-a1d8-d34ea331f4e6,92e47468-8511-454e-ba19-908fb856fa55,106.1116038380496,2024-08-04 11:33:29.125606319
a271cac9-938a-4533-a128-8a2a1268d2d3,a4f0dd26-2e37-4602-b3ac-5bda56ee3d01,b46272c1-0a07-4f01-9f5b-3b005a77b17d,117.87597491870913,2021-03-30 01:55:06.200663733
d0ae56fa-470c-49dc-bb6b-4e960aff61a7,dfbc9fca-5627-4958-a963-3c0f9bd4a7b9,fe5bc58f-0f53-4146-8131-8fc5335536f0,115.04767465425357,2024-06-06 20:30:50.430639546
0e081eba-b024-4f95-959a-fcd0fd93d11e,bb1b9bb5-2eee-4d0b-94c6-4d5045f9728d,1b9fccac-3ec7-4cfa-aaee-1b671ec2cd29,122.81625578722762,2020-06-27 02:47:57.226629101
