loan_id,customer_id,loan_amount,interest_rate,start_date
90ab6276-0a0f-4e16-8b4b-908162a1023c,1f6a0090-f9f0-4058-8649-20b512d43860,122.64104576828356,101.9520798499088,2021-07-07 15:31:40.103163649
31547d64-f74d-44de-ab6a-788b178ff68c,81abe932-2b45-45c0-94c4-123c0bfe8307,53.11404212422645,81.18939568997567,2022-03-14 02:11:29.319590303
d7a25785-dd1c-4305-98c2-73d962cd8759,e3579d6e-7bc7-4f0e-87ec-8f5dad38ba4d,131.80904595832047,89.41455386600214,2024-12-04 17:51:32.949584072
f60618a2-5cf5-4258-a798-b5775f79e6bb,1bed37e1-d51a-49b1-b021-878dee841787,107.5012430378468,101.46550629171392,2024-12-03 16:41:11.173543620
819fd051-2925-4a93-ace5-7f91753d9052,b5b2d858-a97e-4b03-918c-0e7a8055eb3e,121.55686711490364,100.75046464679197,2024-07-12 13:13:29.549903952
312c079e-ddb9-42c7-b50d-14034c90cad8,b5b2d858-a97e-4b03-918c-0e7a8055eb3e,75.60248510316957,98.18258140748074,2023-12-28 23:12:00.949481281
8c1b00b8-6700-4e80-9ac2-55c0952430ea,d121438b-76e0-4a48-9623-969e264a95f9,83.38460236789328,99.38334971831631,2021-05-06 10:22:30.229234470
0372bd08-1410-4346-a533-8f5d5564133f,a9ae494a-a6c4-4338-99d7-4e5ee042dc96,102.91876588289549,95.71249780589771,2021-08-08 20:56:01.125313532
aa422f1e-0414-43f5-92d4-5f0b389fb8d3,6f3ef0f1-df4d-4091-90f0-025a97281faa,99.65924221325074,71.16042528719974,2022-09-26 08:07:23.638664756
3133e17a-f3e8-44dd-b811-602138868afe,10a95f4b-f9d3-49ad-aa1c-3306cb045b89,105.66137176019978,89.66978515678335,2022-10-20 23:30:27.586100239
e6625f0f-9a9a-4296-b330-52cb7c71ddaf,4e4a4aaf-b7e3-4fac-95bd-3d0ee1897599,121.69030321859933,118.29248107973693,2022-07-12 01:09:19.999814777
78e983e3-f3ba-4bdd-a85e-a2fe07b9be29,4e4a4aaf-b7e3-4fac-95bd-3d0ee1897599,64.69559369394301,72.63331404897765,2023-03-08 13:26:18.049387919
474c4139-8640-4c1c-aec1-7f074a7bc089,7384544a-ca94-4039-9ae0-3f3705ee7a1f,119.47638143434618,96.20888976921442,2022-01-15 14:20:53.317925168
4a6dced4-08e2-4666-bdfe-a0fa928d8d86,e2058c05-cfe9-4bc9-91f9-8f4805b2410e,100.16563819915854,83.60492142458313,2023-09-29 23:48:29.772705301
fdc4227f-7d44-49b3-860f-09d0dc7dd07e,4c2e2910-02f3-486d-809c-970c0ce54f33,95.92436277750905,102.22700858796223,2021-09-01 01:29:31.120754804
e1c29d58-d069-46ce-8da5-9b081559e7a4,9c3aee3e-2537-4c2c-9cb4-9953ebf7dc30,70.5776953123022,92.22733637866364,2021-08-26 19:35:19.371037042
8859e9c0-dfbf-497d-b8af-b2e6b0abc681,7a3cef37-8072-4e0e-8397-3b666eb7886f,110.0609733675373,129.54787329949338,2020-08-20 07:33:01.994210906
70012c65-b385-491c-a589-4d0fdd86ec14,cc9d20ae-3254-40a9-be2b-1fd018306d7e,51.717842979379256,110.13166308380508,2020-12-10 14:07:26.012306486
b2e4b18a-510b-46b9-a941-60013ac361fe,088ef417-3991-4db5-876a-4c5facd2aaeb,112.96788022477425,73.76393668445577,2024-04-02 01:13:37.192258489
c7c4ee52-def6-4c9f-b1aa-1bcff0720464,6f5e7d94-794d-4f78-a473-878dcd3c0824,70.15788329054016,113.42456023227398,2022-03-25 21:52:37.941417374
aa407810-ea2b-498f-8a07-a98f1008b7f3,258df49d-86ba-4b3e-a097-81d81623693d,101.06915825234948,84.50696287475874,2021-02-20 02:04:40.360409006
db11edbd-643c-4300-ac14-0d21d89fdaa1,bd7a1c89-5597-40e4-be82-995ee4c845f7,97.61662325344159,88.46007257244933,2023-10-18 13:21:51.722571982
